	value	TF
GSAP	1.51004447641574	0
RIDA	3.88189181827528	0
TMEM78	4.8285513309162	0
TMEM79	1.647399880618	0
PRLH	5.45035071435946	0
OR4D11	5.09576921625435	0
PPP6C	0.358505017060072	0
ZYX	1.05892671434156	0
ANXA11	0.668325724692498	0
TMEM71	2.09514042626466	0
ANXA13	3.63087428500246	0
TMEM74	2.44017922314542	0
RBL2	1.33713943607134	0
SLC39A12	3.93840150715658	0
CEP128	0.668656042520599	0
HSPA4L	1.32717625849729	0
KCNQ3	2.66838161753935	0
HEMGN	5.85439701687922	0
RPUSD1	0.614243460892019	0
PRAC1	6.09408286637865	0
RPUSD3	0.475809252917485	0
ZFAT	0.466312663694092	1
ZNF611	0.637889049426575	1
ZNF610	0.934855616210407	1
ZNF613	0.545675184201277	1
ZNF615	0.50211195111964	1
ZNF614	0.59451505093088	1
ZNF616	0.820311334007393	1
SLC3A2	0.984157935238161	0
ZNF618	0.929223538535402	1
SLC3A1	2.65918157576458	0
MOK	0.875683811376626	0
B4GAT1	0.721309547171837	0
HOXC12	4.62496389493787	1
EIF4EBP1	0.884642508310507	0
EIF4EBP3	0.851944550104838	0
CEP120	0.815906585060843	0
EDDM3A	2.35024142940608	0
MS4A12	6.55127441997635	0
EDDM3B	5.02249231637993	0
MOG	6.54966587753128	0
MS4A15	5.10687917494624	0
BAG2	0.92768601845078	0
BAG3	1.38561313487679	0
SEPT9	0.826180703564587	0
BAG1	0.660015788375314	0
BAG6	0.422288522324855	0
OR1L8	1.87911585297152	0
BAG4	0.50286049257987	0
BAG5	0.405867960552789	0
KMO	3.01987048115265	0
OR1L4	2.83362846386659	0
SH2D1A	2.95439952565435	0
MSRB1	0.918562859442978	0
RTKN	1.06334110958877	0
MSRB3	2.270431441547	0
NTRK1	1.73593082975708	0
LRRC37A2	0.921609318136382	0
LRRC37A3	0.871496028525906	0
PALB2	0.586987324561799	0
NTRK3	2.2349027331015	0
CD79B	3.75714928332085	0
MEOX1	1.91818005909428	1
MEOX2	1.61757193666402	1
CD79A	4.73598251858398	0
CSDC2	2.75207685130324	1
SLC34A1	2.78531532802028	0
ATXN7L3B	0.485823521149424	0
ATXN1L	0.617507362567159	0
ZNF385C	1.20811178432809	0
GMFG	1.83364173182417	0
ZNF385A	1.4033505988587	0
GMFB	0.49906084268869	0
CBLN3	0.984127657736629	0
CBLN1	2.62644272964347	0
CYB561A3	2.21278453013918	0
SLC39A6	0.880676131742723	0
ARC	3.82245643977241	0
PDHA2	3.63533494214875	0
PDHA1	1.20031051756357	0
COL4A3BP	0.529813713917932	0
SAP18	0.547491006308397	0
LCAT	2.39800859146942	0
EVI5	0.665047364670973	0
LDB1	0.600296700588234	0
ERCC6	0.670344508377592	0
ATXN10	0.399190604024872	0
RAP1GAP2	1.18992893155759	0
FSCN2	2.86725556055456	0
FSCN1	1.26649462608693	0
TCAP	3.42814467621957	0
MYL12B	0.643330422305591	0
MYL12A	1.00793104060809	0
G2E3	0.810649218556994	0
TSTA3	1.03741393129284	0
KRTAP22-1	NA	0
KRTAP22-2	6.78232998312527	0
RFPL4B	2.63251177014376	0
RFPL4A	2.3233061167275	0
RILPL1	1.23079388526911	0
OR2T35	3.31804122943989	0
RILPL2	1.19542500617886	0
IDO2	3.97251624547926	0
COL6A3	2.68363534870925	0
TMPO	0.718675464622339	0
IDO1	2.76601598253784	0
CAMK1D	1.27673458464853	0
VARS	0.645592112809632	0
LDHAL6B	4.11632876588862	0
ECM2	3.22816364699649	0
ECM1	3.75945223264301	0
LDHAL6A	1.61520451301466	0
SMCR8	1.16649818327973	0
DDIT3	0.97916475415354	1
MIER3	0.515080189669789	1
SMAD4	0.342858826143069	1
FMR1	0.53135888574367	0
DDIT4	1.02894560077623	0
GREB1	2.10420932815977	0
SMCR5	1.88540539265911	0
SEL1L3	0.942150591518771	0
SEL1L2	2.80809050996638	0
HIST4H4	1.78265367116341	0
LYPD2	6.18382882877898	0
LYPD3	2.39274522507298	0
COMMD6	0.663075292175137	0
LYPD1	1.63637846527128	0
CATSPER4	1.60959806809924	0
NAP1L1	0.797526437757925	0
CALCOCO2	0.670701031426429	0
NAP1L3	1.32574201439056	0
NAP1L4	0.429386254383588	0
NAP1L5	0.739322266508552	0
CATSPER2	1.48644610033269	0
CATSPER3	0.845814292096464	0
RGS4	2.1717290251731	0
RGS5	3.94860072253369	0
RGS6	3.24311188692001	0
RGS7	2.34475173957697	0
LRRC8C	1.54810078251022	0
RGS1	2.42484229727925	0
RGS2	1.27427927222339	0
RGS3	0.788050675572273	0
ZNF772	0.604771989868113	1
RGS8	3.06298923818498	0
RGS9	1.62744407372659	0
TRDN	3.43852382267564	0
APMAP	0.564755625131653	0
ASPDH	4.10478271147799	0
PEAK1	0.500917871345654	0
COL19A1	1.62019206780074	0
TMSB4XP4	2.01865915427442	0
SERTAD3	0.604944644848613	0
IL1RAP	1.90080916655848	0
CATSPERD	2.30319667660612	0
ARAP3	0.758958672617722	0
KIAA1143	0.470539691916599	0
CATSPERB	1.70201912648808	0
ARAP2	1.46022177960038	0
FSD1L	1.08205157105079	0
EMC7	0.471699897165932	0
RDH14	0.484739033711909	0
SECTM1	1.68058336208829	0
RDH16	6.39578204019161	0
KANK2	1.28561955611873	0
KANK3	2.06916283711806	0
RDH12	1.6181032282514	0
RDH13	0.764829249032708	0
HOXD11	2.55952509252393	1
NAB2	0.725002473485907	0
DEDD2	0.636640031384719	0
FAM178B	2.06975832676618	0
DOLK	0.638930847483752	0
PCDHB8	1.28678877547746	0
MGARP	2.0908951491545	0
ADGRG2	1.96831414097084	0
GAK	0.604807146562676	0
UBR3	1.09133230627822	0
WDR5B	0.575775086348699	0
SYN1	2.71980344183222	0
TARSL2	0.7032418821025	0
CDK2AP1	0.620866605976454	0
ENOSF1	1.03469094168076	0
ASPRV1	1.16085787080758	0
NALCN	2.02433972925779	0
UBR7	0.337581716914556	0
KRTAP13-1	6.10224927449812	0
KIAA0355	0.405386856587946	0
CIAPIN1	0.359605858121832	0
HSP90AB1	0.588977198965135	0
PTP4A1	0.744603068200162	0
ZSCAN29	0.455867151319913	1
PTP4A3	1.8392843682864	0
PTP4A2	0.595077866159403	0
ZSCAN25	0.957907367835748	1
UBR4	0.504670807890812	0
ZSCAN20	0.509334964874936	1
ZSCAN21	0.390133022366473	1
ZSCAN22	0.429037097812774	1
ZSCAN23	1.12736405655363	1
BMP7	1.88875002502994	0
TDRD9	2.41377365385282	0
CD28	3.24485128264164	0
GSTA3	2.69515392540875	0
TRHDE	1.76141484842346	0
TDRD3	0.823394912696278	0
CD22	4.11218721143961	0
TDRD1	1.50188667605872	0
IFI35	0.910244786408849	0
TDRD7	0.977841412960468	0
BMP5	1.77159989313958	0
TDRD5	1.83791792158687	0
ABHD8	0.613447769724505	0
MYLIP	1.15595403661832	0
OTUD1	0.980865183739452	0
ABHD2	0.737000784207948	0
ABHD3	0.848057613792025	0
ABHD1	1.37490564433902	0
ABHD6	1.08683532059038	0
PA2G4	0.55680593256785	0
ABHD4	0.838393229253637	0
BMP2	1.49431500112881	0
TWF1	0.663433262773215	0
NKIRAS2	0.425399356238952	0
NKIRAS1	0.723355666538646	0
TWF2	0.692148347354485	0
MBTPS2	0.52844254814998	0
SOCS3	1.08520634498309	0
TRIM45	1.10497496115595	0
MBTPS1	0.307694505978505	0
EIF4G3	0.529128123297209	0
EIF4G2	0.396113083979696	0
EIF4G1	0.580678613983053	0
AKAP14	2.64073097356284	0
WDR59	0.333280395208394	0
NR1I3	5.1828684591753	1
NR1I2	2.77532777664138	1
FAT1	1.2824946710871	0
GRB2	0.394054286706268	0
ULBP2	2.17616422130912	0
ULBP3	1.07906967498901	0
GRB7	1.77848333971079	0
PSG9	3.52683493576883	0
PSG6	3.20662527138834	0
PSG4	5.16589405692055	0
PSG5	4.99722171510535	0
PSG2	3.83080220302764	0
PSG3	4.32072837133907	0
UQCC3	0.607646635153711	0
PSG1	4.90245421828436	0
HOXC9	2.07325946795615	1
HOXC8	3.55929064912781	1
GOLGA8Q	1.55350339567886	0
BCL2L2-PABPN1	0.589877498646978	0
HOXC5	1.67660930609675	1
HOXC4	1.71918020523762	1
HOXC6	1.90227951411977	1
USHBP1	1.61944644449805	0
SSU72	0.561154926663001	0
HCST	2.00675815427667	0
TMEM248	0.262137564310442	0
GOLGA8R	1.34101043017153	0
FAM200A	0.535648410144855	0
FAM200B	0.505456653599451	0
C5orf66	2.3158147792615	0
TERF2	0.358352845664779	1
C5orf64	3.93764638883316	0
OR4F6	4.4162598395042	0
UROC1	6.64894514937181	0
C5orf60	1.80415561843281	0
OR4F5	NA	0
COL2A1	3.21463162331459	0
CCNF	0.99911270720232	0
DIRC1	2.57258526318891	0
COL27A1	1.90924268475982	0
GOLGA8N	1.49140946154778	0
HTRA2	0.412947915583567	0
RBMX2	0.477301345634719	0
TMEM245	0.50930730695852	0
PCDHB2	1.59902544858561	0
ZSCAN5B	0.523589084358343	1
DIRC3	1.1183151537012	0
DSG2	1.15132383313238	0
OXER1	1.55618211954146	0
TMEM247	2.59716156934876	0
CFAP221	2.31490394142257	0
ABHD14A	0.69087328394179	0
WARS	0.865032608662901	0
POLR2E	0.615129565274178	0
POLR2D	0.461685957666061	0
GATSL3	0.702357472310745	0
POLR2F	0.548600275559971	0
POLR2A	0.625251756773117	0
TMEM242	0.431884136245002	0
POLR2C	0.265475319999064	0
POLR2B	0.373738619496142	0
POLR2M	1.15985793298149	0
POLR2L	0.773497985492513	0
AKR7A2	0.640066078890117	0
AKR7A3	2.65449618942873	0
POLR2I	0.700260720341868	0
POLR2H	0.486195205923396	0
F11R	0.922717593806769	0
POLR2J	0.487963074765494	0
TLK1	0.518263117545073	0
TLK2	0.397763969643571	0
FAM47C	2.28021800999548	0
FAM47B	3.41944244967899	0
USP54	0.893310050509143	0
USP53	0.806176293389268	0
FAM47E	1.40225791173605	0
USP51	0.943605513663878	0
GTF3A	0.651105129002833	1
ASCC3	0.688122411081704	0
BATF3	1.30029472251801	1
ASCC1	0.290775662151213	0
VPS72	0.557696346316001	1
AGO1	0.561164531665097	0
DSCAML1	3.80402952507048	0
AGO2	0.612585331246732	0
RASSF9	1.82635310017658	0
SOST	3.91047274803133	0
VBP1	0.45746626017915	0
MARCH10	1.77565755721491	0
FAM120B	0.300260533621707	0
FAM120C	0.797258394598273	0
SLK	0.52303910907484	0
MAPK14	0.498481907224678	0
MAPK15	1.64858333184141	0
MAPK10	1.47418725217984	0
MAPK11	1.18265159487597	0
MAPK12	0.54603594195886	0
MAPK13	1.30548003246087	0
OR4F21	1.76942064320567	0
LHFP	1.04741819219851	0
HPGD	1.6076581800187	0
FZD1	0.848491431513387	0
FZD2	1.7988191783544	0
FZD3	1.71065402965704	0
FZD4	1.10042206342636	0
FZD5	2.55697006450734	0
FZD6	1.08791984601723	0
FZD7	1.84098765895138	0
CACNB3	1.20308495963121	0
HUS1	0.449805828151083	0
CACNB1	1.26143614692214	0
CYP2B6	6.49487353981892	0
CACNB4	1.51124279272814	0
PCDHB6	1.81196470090778	0
C10orf71	3.38409553256611	0
C10orf76	0.383461540257906	0
OR10W1	2.79269061403545	0
TBRG1	0.512574669277896	0
CIDEA	1.87700763036189	0
PTPMT1	0.31727441241406	0
FAM129C	4.73130305508615	0
ASH1L	0.736546269259325	1
HIST1H1T	2.6227512886143	0
DCBLD1	1.24401590457137	0
ATP12A	3.30831944336401	0
CTRB2	5.28518161745416	0
OR8B3	6.78232998312527	0
PLCD4	2.03597541455564	0
CTRB1	4.77799516540603	0
USO1	0.721742657461361	0
PLCD3	0.958177337777087	0
PLCD1	0.617792316361758	0
HIST1H1D	3.49944125787881	0
HIST1H1E	2.74638932472112	0
OR8B8	6.78232998312527	0
TGFBRAP1	0.788265415512452	0
HIST1H1B	4.27425862696427	0
HIST1H1C	1.32803801918761	0
PDZRN4	2.3251810622908	0
ANKZF1	0.861700757554084	0
SOS2	0.545652465965482	0
SOS1	0.475996584388855	0
TACC1	0.638153308766617	0
TACC2	1.03707301434196	0
TACC3	0.848044078016807	0
JDP2	0.844387039657223	1
PICK1	0.714933605178846	0
TMEM239	3.28476153722266	0
TMEM238	1.65030675306403	0
CLEC4F	2.2421836923741	0
TMEM235	6.53405989209806	0
TMEM234	0.541264166980071	0
TMEM237	0.658652146796783	0
TMEM236	3.45929296918002	0
KIF20B	1.24597958981984	0
TMEM230	0.512108610201241	0
TMEM233	5.57793636507971	0
TMEM232	1.16044087297908	0
MKI67	1.17009153585603	0
CES4A	1.72043358455234	0
CLEC4D	4.06596438507099	0
GNMT	3.82155257174088	0
LPXN	1.42438222741643	0
TOX2	2.17396469731606	1
MCC	1.2695225081979	0
CAB39	0.542048835871155	0
CKMT1A	1.68758951668155	0
CKMT1B	1.56289371593747	0
LCA5	1.0037859621149	0
ANKHD1	0.563657485559898	0
GNAT1	2.11332189142482	0
GNAT3	3.77190604114888	0
GNAT2	3.66165934821875	0
DEFA1B	3.56092809105316	0
LNPK	0.508012865250049	0
BCL2L15	2.48844715035752	0
BCL2L14	2.39086071861526	0
BCL2L11	0.994603647614113	0
BCL2L10	1.5118813087094	0
BCL2L13	0.640899690217827	0
BCL2L12	0.856851121960241	0
TMIGD3	1.8268417844294	0
TMIGD2	2.75183454143793	0
TMIGD1	4.3839811140149	0
NUP43	0.497808078866534	0
ZNF556	3.79125162942614	1
ZNF557	0.575095921602871	1
ZNF554	0.641710664785625	1
CTU1	0.862488445365724	0
GYG2P1	1.73204416908413	0
NCKAP1	0.644393372986159	0
ZNF550	0.82756640177138	1
ZNF551	0.846366042737227	1
MSX1	2.72640823954196	1
MSX2	4.26369574040025	1
OARD1	0.610574540420713	0
ADRM1	0.703129625695213	0
ZNF558	0.584839075695437	1
ZNF559	0.696019258654885	1
ATP5C1	0.742950513877418	0
OR2AT4	3.99725030192401	0
ISYNA1	0.988478926871258	0
SHOX	4.81797557543336	1
GTF2H2	0.730107011380803	0
GTF2H1	0.466580437220072	0
NCDN	0.98132219560643	0
GTF2H4	0.400344146567831	0
TVP23C	0.538249609560011	0
TVP23B	0.56275287313759	0
TVP23A	1.21716597098363	0
ZNF654	0.602480269824657	1
ALDH1B1	1.08084809396116	0
VCX2	1.69534915991153	0
LINC01465	0.77591515428391	0
COX7A2L	0.54428631923029	0
PCDH8	2.38188049731807	0
PCDH9	2.23358572230528	0
DYNC1H1	0.716355686112768	0
DBX1	5.03416115312266	1
SAXO2	1.05629444435527	0
SPIC	5.81601826503139	1
TAB3	0.55102885830763	0
PCDH1	1.54810751103281	0
TAB1	0.350868137227787	0
PCDH7	1.07509338605121	0
TARBP2	0.484749020718782	0
TARBP1	1.27850705859201	0
CTTNBP2NL	0.594398015159706	0
ATF5	2.80366129170674	1
ATF4	0.580395534224198	1
ATF7	0.431842849906295	1
ATF6	0.47020576784916	1
ATF1	0.41235319517888	1
PPCS	0.798450549175219	0
ATF2	0.474372483661391	1
SMARCC2	0.542840548579172	1
PPP1R42	0.71287302918571	0
SMARCC1	0.726221485664207	1
RYK	0.49237917728816	0
BUB1B	1.41150461270898	0
SUMO1	0.553923483265476	0
TMCO1	0.432358817610979	0
TMCO2	1.57201982928059	0
SUMO2	0.651825813363666	0
TMCO4	0.903638675053533	0
SUMO4	1.08174800660018	0
TMCO6	0.475280906027502	0
PPWD1	0.766251655211842	0
ANKIB1	0.373950248368937	0
CRLF2	2.38727760280456	0
HSF4	2.26684933015105	1
IFNW1	2.3140153930752	0
BLOC1S6	0.459894130514485	0
LHX2	3.22816183276878	1
SDF4	0.446196308066704	0
LHX4	1.83091785157421	1
BLOC1S2	0.738914161843304	0
BLOC1S1	0.754337330394832	0
PTGER4	1.89125907843496	0
LHX9	4.90027565085546	1
MIB1	0.685495244975328	0
PTGER2	2.12728284700367	0
PTGER3	2.09132396407321	0
TOR3A	0.554766654342439	0
OR52H1	2.3783413944831	0
PDHX	0.887236713990096	0
NADK2	1.59520536938378	0
SLC38A5	1.70279266779797	0
B3GALT5	2.12401152725382	0
B3GALT6	0.491645669251702	0
SLC38A6	0.617434460684549	0
CTNNAL1	0.913513615357251	0
B3GALT1	1.87205253775513	0
B3GALT2	2.22440743888171	0
SLC38A2	0.773257660194348	0
MDFIC	0.720749568555192	0
SLC38A9	0.851490567128167	0
SLC38A8	4.4949745668848	0
STK3	0.655049732661616	0
STK4	1.53444818352744	0
CSF3R	3.2038052272749	0
OCA2	4.79290693272041	0
CXCL11	2.8351641133412	0
CXCL10	2.98766082984986	0
CXCL13	5.45644148949286	0
CXCL12	2.21687800279921	0
CXCL14	1.61879956869837	0
CXCL17	4.2540235619583	0
CXCL16	1.27453246995528	0
OR13C4	4.6384324813763	0
RAPGEF4	3.30538841393704	0
UBE4A	0.397106276767579	0
OR13C3	3.51508312531762	0
HCN1	2.41845428833097	0
HCN3	1.81885941330574	0
HCN2	2.0258219305775	0
OR13C8	6.78232998312527	0
OR13C9	2.85103487285108	0
SNRNP25	0.625544175316243	0
SNRNP27	0.562317020168113	0
NAA35	0.460957308120546	0
YBX1	0.577610191648398	1
YBX3	1.61869770724165	1
YBX2	2.14945045168696	1
AFDN	0.730085024137928	0
RAPGEF2	0.622508631927825	0
C3orf58	0.69443328902359	0
LRIT2	4.20936725419873	0
LRIT3	0.976665786304722	0
LRIT1	2.82994341240787	0
HDAC1	0.468878775912937	0
GOLGA7B	1.75888151579844	0
PTGDR	2.41487870454279	0
RAB3GAP2	0.553025749906647	0
TEN1	0.669099733247885	0
NKG7	4.69419823019481	0
CHIC2	1.40929417997685	0
PTAR1	0.659526769415897	0
CHIC1	0.656038457279802	0
BHLHA15	3.8511014479465	1
POM121L4P	2.23130208504115	0
DRP2	1.87745573688728	0
PIKFYVE	0.585586693106915	0
PEPD	1.02710412595146	0
UACA	0.972819002455165	0
TBC1D23	0.408314283115743	0
CDC25C	1.36020532971931	0
ZIC4	3.54256386314341	1
ZIC5	2.38894920189266	1
ZIC2	2.35952862066091	1
TNFRSF9	3.14650476654209	0
ANKS6	0.595102276648233	0
ZIC1	3.14692396147148	1
TNFRSF4	1.9774103205084	0
TBC1D28	1.68883168228157	0
MED12	0.552143017955346	0
FUNDC2	0.99761123188475	0
TBC1D2B	0.839975326843225	0
SARM1	0.922690255458067	0
FUNDC1	0.585630301751409	0
GUCY2D	1.59606093637675	0
GUCY2F	1.47417271115366	0
SENP8	0.544947313193775	0
SENP7	0.913403614027224	0
SENP6	0.466268660906679	0
SENP5	0.418954755105049	0
SENP3	0.323542244236697	0
SENP2	0.317886152375118	0
SENP1	0.500960239733979	0
SAMM50	0.445194326985067	0
SNPH	1.68242918353553	0
PLA1A	2.33862960006097	0
ING4	0.671673868284124	0
ING5	0.593882335471288	0
CAPS	1.42117596145827	0
C21orf58	0.86422925784487	0
C21orf59	0.47482045397255	0
ING2	0.566416290219562	0
ING3	0.701080676632465	0
CELF2-AS1	2.99965491007926	0
NOTUM	1.69239843297384	0
CEP170B	0.878200853218413	0
VASH1	1.04855583976721	0
ZNF823	0.758431323764931	1
ZNF354B	0.58928769854309	1
INS	5.58437087527559	0
SELENBP1	2.05738648935999	0
WDFY4	2.3738837040948	0
WDFY3	0.677807627445934	0
WDFY2	0.642099591765129	0
WDFY1	0.888774634752942	0
GFPT1	0.703767052900132	0
GFPT2	1.4277986786829	0
ECHDC3	1.66794712835866	0
INA	3.43472671362762	0
ECHDC1	0.521788795267022	0
DYNC1LI1	0.387295260626842	0
ACP5	1.97454106215006	0
ACP6	0.464732569754061	0
ACP7	1.90411419912774	0
VSNL1	2.08125409036312	0
SDCCAG8	0.738060553587391	0
SNIP1	0.656942336643338	0
GLA	0.908793316402055	0
SLC2A14	1.77171463622088	0
SLC2A13	1.02106183613727	0
SLC2A12	1.21483124778924	0
SLC2A11	0.730747856042029	0
SLC2A10	0.946343599919928	0
ANKRD35	1.57692656425834	0
ANKRD36	1.55901613367425	0
ANKRD37	1.12691628134549	0
ANKRD31	1.67386063922008	0
ANKRD33	2.71060127458184	0
LINC00917	2.58014468859204	0
FAM160B2	0.666030275892639	0
PRKD3	0.769029654221075	0
GLS	1.26250283993424	0
ANKRD39	2.84874279099909	0
LINC00910	0.741250725348091	0
NCOA2	0.664593059568256	0
NCOA3	1.19989072304249	1
NCOA1	0.902729040837468	1
BSX	2.68901983803976	1
TMEM17	0.90568458096912	0
NCOA5	0.354500067036066	0
PRAME	5.2905650015621	0
TMEM18	0.467307148883429	0
TMEM19	0.492824466903405	0
NT5C3A	0.59694654699043	0
NT5C3B	0.459410459458914	0
BSN	2.76866013242017	0
CISH	1.56873151355503	0
LCOR	0.910369926032249	1
MECR	0.380936071280466	0
BSG	0.794571288405118	0
MAGI2	1.37276464476922	0
P4HTM	0.773196641281603	0
RIF1	0.703204532740654	0
ABCG1	0.862270459763933	0
NFYA	0.496516044988347	1
GSG2	1.14140175617895	0
GSG1	2.09498957485553	0
CD6	3.11327964549021	0
ABCG2	1.82979001046191	0
PLSCR5	5.52396530428124	0
SLC27A5	5.81492045536188	0
PRDM12	2.25637978641987	1
SLC27A6	1.8886743939524	0
PRAM1	2.53156275691586	0
STARD3NL	0.43060304568221	0
SLC27A3	0.943256170673847	0
PRDM13	4.83891190520086	1
ACPT	2.1857754761764	0
SREK1	0.743917839958922	0
AK9	0.753737790605426	0
AK8	0.91906465552901	0
TBCK	0.474199078030439	0
AK3	0.719877455703095	0
AK2	0.426812669929162	0
TBCE	0.416519569777871	0
TBCD	0.562473436681957	0
TBCC	0.535783337492621	0
TBCB	0.534984157567996	0
AK5	2.24274501581202	0
AK4	1.29679826204128	0
NPNT	1.75649106760802	0
WDR87	2.35047986206628	0
TANK	0.724975484424437	0
OXTR	3.88456073055042	0
MME	1.93518325723058	0
MMD	1.08800143258525	0
CDIP1	0.560775453166572	1
MPL	5.01481963011541	0
PABPN1	0.554037274513655	0
NCKAP1L	2.07139473397462	0
ACTBL2	2.71373601814249	0
UGT2B7	6.06256295644428	0
ALKAL1	1.53895322247778	0
OR1N2	3.24485283279681	0
OR1N1	2.70909298023018	0
ALKAL2	2.95799991407002	0
GEN1	0.62966522301058	0
ZNF497	1.18940922368371	1
ZNF496	0.859132309711373	1
ERF	0.599773891821012	1
ERG	2.27340978776837	1
ZNF493	0.740746325997015	1
CBLL1	0.701255700403759	0
HAND2	2.11848529495054	1
ZNF490	0.489483718623625	1
MACC1	2.41721985165776	0
ERH	0.605964221245452	0
PARM1	1.69738052389378	0
EYA4	2.30720969062911	0
CAPNS2	4.04179260314187	0
HERPUD2	0.607079278009649	0
HERPUD1	1.18154649453343	0
RGAG1	1.92162025449321	0
ATP11AUN	2.5058804715053	0
ABCC5	0.511801833541868	0
WDR89	0.563503037812087	0
TMEM55A	0.647338442764987	0
MTRNR2L9	3.53225130823098	0
MTRNR2L8	5.31392779716173	0
MTRNR2L3	2.7218259389294	0
SNCB	3.70236923919265	0
MTRNR2L1	4.38579745096281	0
CAD	0.795916740416764	0
MTRNR2L7	6.78232998312527	0
TRA2A	0.565204798673968	0
MTRNR2L5	4.25212365243011	0
MTRNR2L4	1.91739849536894	0
ACER2	0.946324563181261	0
NAALADL1	1.17054268577549	0
SIM2	4.9860511320818	1
NLGN4Y	1.38238903378066	0
MDC1	0.580987549601051	0
FBN2	2.2858969594992	0
FBN3	2.09498592765588	0
NCR1	3.25683939679191	0
FBN1	1.77852645370008	0
HHLA2	3.20529150077833	0
AIFM3	3.17868095301097	0
BRMS1L	0.594172472152721	0
MEX3D	0.997053119920892	0
APOBEC3F	0.685761617167678	0
MEX3B	1.624247960359	0
MEX3C	0.58014140299125	0
MEX3A	1.57207559094222	0
INHBC	6.35311457150212	0
LACTB2	0.780212201506853	0
AOAH	2.97888957427439	0
SERTAD4-AS1	1.65161666183236	0
SLC25A23	0.787553946156692	0
ENDOD1	0.841314123732807	0
BTRC	0.418969462709814	0
BAAT	6.67047730786642	0
RNF122	0.835996419243606	0
ITLN2	5.29812786515101	0
ITLN1	2.6921144065895	0
SCN1B	2.38764849136168	0
RNF121	0.33203857402555	0
PET100	0.661510951958533	0
TPSD1	2.10967622797656	0
GAPT	3.85741013651056	0
EEPD1	0.983088266693155	0
SFTPD	6.57538341824375	0
FRYL	0.685997589127657	0
DEXI	0.740075438263491	0
SLC25A24	0.678793844607058	0
SFTPB	6.77165527111787	0
FUOM	1.70947726176467	0
IDI1	0.573544850281228	0
IDI2	5.13800137956781	0
IPMK	0.654718291571119	0
GRPEL2	0.79566934962243	0
ESYT1	0.657329577879472	0
ZXDB	0.954589264180106	1
ZXDC	0.656905285419656	1
ZXDA	0.96137806506155	1
TMEM185B	0.522117106290845	0
MAP9	1.11561152234784	0
INHBE	3.58853230220608	0
UBXN10	2.01723375428566	0
UBXN11	1.12077535131881	0
SPHAR	0.682216872780045	0
DNTTIP1	0.412768565871348	0
DNTTIP2	0.834697821694216	0
UBLCP1	0.517478265603842	0
DEFA6	6.41910812755198	0
CCDC8	0.944076905884605	0
PRAMEF20	6.31217470926403	0
POTEM	2.87861374990088	0
PRAMEF25	5.44530919250013	0
ANKRD36C	1.95487060179983	0
MTMR9	0.49719359951189	0
MTMR8	1.58054156216293	0
MTMR7	1.73488102666644	0
MTMR6	0.440153377546205	0
MTMR4	0.479664179021658	0
MTMR3	0.635967684151016	0
MTMR2	0.525508654925048	0
MTMR1	0.612238577189955	0
DEFA1	3.55941027412435	0
TSC22D1	0.575249956867386	1
TSC22D3	1.60218721323317	1
TSC22D2	0.502629340049181	1
TSC22D4	0.760403969675622	1
IZUMO1R	3.39571604314889	0
FCHSD1	1.0326103923761	0
FCHSD2	0.686836520521663	0
SV2A	1.20628897556729	0
SLC16A12	3.25646823004373	0
KIAA1161	1.37490129890946	0
VAT1	1.75009663416313	0
RAB33B	0.629691631558948	0
HIPK3	0.615652866091699	0
HIGD2A	0.488660205516842	0
HIGD2B	1.26649487483225	0
TRAIP	0.882775089879812	0
CNFN	6.18570142536323	0
SFT2D1	0.426029713567287	0
NUMBL	0.814679973369556	0
DLG5	0.762284164507125	0
MESDC1	0.67771427048548	0
MESDC2	0.382199242411069	0
NOBOX	3.62147942998432	1
C21orf91	0.780793028809568	0
THEM4	0.81536923378116	0
RNASEK-C17orf49	0.519351630411501	0
GADL1	3.71179160296957	0
EXOSC8	0.484482356006618	0
EXOSC9	0.585320673635534	0
BCKDK	0.767992443684099	0
EXOSC2	0.466177653049903	0
EXOSC3	0.485378196819657	0
EXOSC1	0.383121814822827	0
IBSP	3.93001803560834	0
EXOSC7	0.785753048657898	0
EXOSC4	0.666977591859739	0
EXOSC5	0.525841242424508	0
DNASE2B	2.58346138905147	0
ADAMTSL3	1.53361166315849	0
GGACT	0.651536356595238	0
OR5AC2	4.77021719462534	0
ADAMTSL4	1.412126170126	0
C1orf167	1.41482268636804	0
TULP2	1.01037200125699	1
TULP3	0.778716878672415	1
CYB561	1.01244965947985	0
TULP1	1.78424115976282	1
TULP4	0.521034816899325	1
NCOR2	0.489049400332386	1
NID2	2.33776510513826	0
NID1	1.20307357208349	0
NMBR	3.5862693941449	0
LINC01630	3.54533208940764	0
TLDC1	0.885900898234025	0
OR5B3	6.78232998312527	0
OR5B2	3.13195562193076	0
QRICH1	0.620322074254688	0
KIN	0.458550509447553	0
INCENP	0.761128244768535	0
SPACA1	3.11039196737905	0
FARP2	1.00309047444861	0
EDAR	3.4265538355405	0
FARP1	1.01671694984021	0
C9orf40	0.658210671126204	0
C9orf43	1.81155660677238	0
KIAA0895L	1.16165548559596	0
DLL1	1.17687829389932	0
C9orf47	1.0543025222047	0
COPB1	0.422023681479486	0
AKR1B10	3.11486388689023	0
MBNL1	1.20494795291564	0
SLC33A1	0.560719931822519	0
BTG3	0.835869558898675	0
CRYBB2	0.977806118006437	0
