Olfr32	0.00026138807819	N
Greb1l	0.0152935429598	N
Atp2c2	0.0229906813123	N
Nckap5	0.00308089458281	N
Dennd2a	0.00152746524836	N
Nhlrc3	6.13444767764e-05	N
Sost	0.015174518539	N
Anapc10	0.000110401250172	N
Svbp	7.05280675297e-05	N
Pdgfd	0.00040494754802	N
Sun1	0.000400904683474	N
Luzp1	0.000165537338622	N
Zfp319	6.56347669695e-05	N
Ube2h	0.000143566038326	N
Cyp4f13	0.00155451899443	N
Slc25a19	9.42301144546e-05	N
Prpf31	8.40126712478e-05	N
Exosc5	5.08617753354e-05	N
Pes1	0.000349579920032	N
Xkr7	0.0439674032181	Y
Eef2	0.000118627718921	N
Ctsd	0.000182815669216	N
Zcchc12	0.0207842770402	N
Gatad2b	0.000112872825141	N
Mlxipl	0.040100425456	Y
Hs3st4	0.0324762420626	Y
Cst10	0.00224568353181	N
Hoxc8	0.241149849092	Y
Crhr2	0.0561081684584	Y
Sv2b	0.0908126956684	Y
Smg7	0.000105201538709	N
VCX	0.000172580838268	N
Ddx5	7.28572049563e-05	N
Mcm5	9.92591421944e-05	N
Mboat2	0.000424973626364	N
Olfr648	0.000125529002521	N
Sbk2	0.000269393164732	N
Nup160	0.000105835570826	N
Cd96	0.000953198084056	N
Usp53	0.000142428706218	N
Hist3h2bb-ps	0.0146087588964	N
Nim1k	0.001431059014	N
Kdm7a	0.00078154128187	N
Pex5	0.000187426673892	N
Qdpr	0.000162224509395	N
Rb1	0.000237299787708	N
Prph2	0.000260983283059	N
Gm12695	0.00424143938522	N
Pla2r1	0.00148704665568	N
Rom1	7.03921478092e-05	N
Ror2	0.027319319396	N
Rs1	0.000584453149527	N
Zfp786	8.53492526759e-05	N
Sgpp2	0.0216922881773	N
Dppa4	0.000820682403772	N
Kdm5d	4.18494936158e-05	N
Ddx3y	4.53980251618e-05	N
Hrasls5	0.00212212277097	N
Klhl10	0.000203964833283	N
GAGE1	8.65019789749e-08	N
Mmp8	0.000899856618527	N
4921524J17Rik	0.00014060038187	N
Rps19	0.000246441596953	N
Odf2l	0.000181572242624	N
Dcbld1	0.00103538266367	N
Tmem87b	0.000115288042259	N
B3gnt4	0.000539184652146	N
Rdh13	0.003624839965	N
Lyzl6	0.000376980984442	N
Smim8	8.65641799622e-05	N
Flt3l	0.000146402940465	N
Fastkd1	0.000124626837456	N
Caly	0.0723041862755	Y
Ddx24	7.51937122068e-05	N
